Movie_Title,Storyline,storyline_word_count,clean_storyline
Miki,"A young man brings his girlfriend to his rural Oregon hometown to introduce her to his family, only for things to go terribly wrong upon arrival.",26,a young man brings his girlfriend to his rural oregon hometown to introduce her to his family only for things to go terribly wrong upon arrival
War Game,"The River Rouge Panthers of Michigan, a legendary high school basketball team, seen through perspectives of coaches, recruiters, and players past and present.",23,the river rouge panthers of michigan a legendary high school basketball team seen through perspectives of coaches recruiters and players past and present
Who Am I,"When a 15-year-old rebellious Stefi goes missing, her mother Helena has nothing left to lose anymore - why cling to sanity when madness offers a chance for reconciliation and love?",30,when a year old rebellious stefi goes missing her mother helena has nothing left to lose anymore why cling to sanity when madness offers a chance for reconciliation and love
Maybe More,"Joseph Cross, a construction manager, drops everything to rush from the distant suburbs to a hospital. During the journey, Joseph tries to resolve emergency by telephone.",26,joseph cross a construction manager drops everything to rush from the distant suburbs to a hospital during the journey joseph tries to resolve emergency by telephone
Jorgovani,"Beyond After is a documentary that explores the cultural impact of Anna Todd's the After franchise, from bestselling novels to cinematic sensation, with behind-the-scenes insights and interviews.",27,beyond after is a documentary that explores the cultural impact of anna todd s the after franchise from bestselling novels to cinematic sensation with behind the scenes insights and interviews
God's Here,"Guru is a 23-year-old wrestling champion in college. Amrit, 22, captains the kho-kho team and loves Guru until learning of his history, angering her. Can she get past it?",29,guru is a year old wrestling champion in college amrit captains the kho kho team and loves guru until learning of his history angering her can she get past it
High Forces,"After 35 years of marriage, Madhu falls critically ill, leaving Arvind torn between hope and acceptance as she lies on life support.",22,after years of marriage madhu falls critically ill leaving arvind torn between hope and acceptance as she lies on life support
Interstate,"A competitive fencer agrees to test an experimental device that lets her train within lucid dreams in which she meets a mysterious stranger who will upend her marriage, her psyche, and her path to Olympic gold.",36,a competitive fencer agrees to test an experimental device that lets her train within lucid dreams in which she meets a mysterious stranger who will upend her marriage her psyche and her path to olympic gold
Drinker Sai,"Billy falls for Nilo but later learns her lover practices polyamory, forcing her to reevaluate the relationship and her own desires.",21,billy falls for nilo but later learns her lover practices polyamory forcing her to reevaluate the relationship and her own desires
Shoutai,"On a volcanic isle, Nana stays while others leave. Her ill mother Nia left after Nana's birth. Sent to the volcano's base for fever treatment, Nana encounters a dream-reality world. Years later, teenager Nana reunites with returning Nia.",38,on a volcanic isle nana stays while others leave her ill mother nia left after nana s birth sent to the volcano s base for fever treatment nana encounters a dream reality world years later teenager nana reunites with returning nia
